X,Y,XRESIDUAL,YRESIDUAL,ORI
600380.938502528821118,131816.336936837353278,-2.376613485277630,2.392004211898893,0.748972657541525
600379.643776886630803,131797.378454219375271,-4.052737680845894,1.605638844339410,0.879928951808121
600404.613485700800084,131814.857250389002729,-4.406936683575623,-0.386295585427433,0.972169280779259
600426.993743230355904,131793.679238098673522,-1.444666117196903,-2.271913171192864,0.680286111755664
602424.293007136671804,131468.055739084404195,3.751428643474355,-1.726568082813174,0.1372995098863
602419.114104567794129,131427.549322564009344,2.445748083759099,-2.940920879307669,0.279178822699855
602401.542827995028347,131450.669423317682231,2.925210023531690,-2.022337485395838,0.192544210812152
602442.234205321408808,131444.750677524745697,3.228127258596942,-2.031927615462337,0.178823032771952
602143.799944793223403,131306.215033808752196,0.450877209659666,-3.476494940114208,0.458946575405729
602162.850907814223319,131293.91514020782779,-0.636453231680207,-3.382386644807411,0.559203133405487
597678.10104262153618,130544.549475965381134,2.393041911534965,-3.202513365380582,0.295730509493923
597664.013992680935189,130555.369187326679821,2.584919622750022,-3.365848994086264,0.291534991674384
597987.29304179479368,131090.677085072878981,1.675316803622991,3.490405824966729,0.357555748386703
601772.129845553077757,130603.093755755020538,3.914244599523954,-0.202233569027158,0.0164312054675937
601752.686502858879976,130503.091770053986693,1.782791260280646,1.071310049985186,0.172235470126983
601732.171901614405215,130509.733573067875113,2.134378128568642,0.450029434054159,0.0661461540594813
598068.896161889773794,130300.088274710156838,3.458334629191086,0.857253045876860,0.0773437841482336
598092.999479278922081,130287.822364305480733,3.956227566115558,1.192647853458766,0.0932000251037741
599391.471968493890017,130486.701514229382155,-0.289948594989255,-1.770474320932408,0.551670572309646
599390.29358408821281,130461.205560724454699,0.062508828938007,-1.171850965038175,0.483036802978166
599355.370555337751284,130462.598196840262972,1.675041022943333,-1.229163423355203,0.201509048054116
600121.052604398457333,130115.93892985729326,1.400132866459899,2.582101127016358,0.341841297695104
600092.3428752416512,130108.975749278222793,2.036846597911790,2.505766679401859,0.282742187002467
600069.980352997314185,130029.247331647813553,1.352698716567829,1.720253254185081,0.287892896194407
600097.431353357154876,130021.802084720970015,1.252408036030829,1.797531048665405,0.306297837985977
600030.986541754682548,129988.566288187779719,1.477445896132849,0.902571745042223,0.174559773920136
